,Unnamed: 0,allergens,calories,caloriesFromFat,cholesterol(mg),dateRef,dietaryFiber(g),ingredients,itemID,menuDate,name,price($),protein(g),saturatedFat(g),servingSize,sodium(mg),station,sugars(g),mealType,totalCarbohydrate(g),totalFat(g),transFat(g)
164,164,"Milk, Wheat, Soybeans, Gluten",452,,35.9,6,35.9,"Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Sliced Tomatoes (Tomatoes), Fresh Mozzarella (Cultured Pasteurized Milk, Vinegar, Enzymes, Salt.), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Herbed Parmesan Cheese (Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Oregano, Black Pepper, Salt), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano), Basil",16087154,0001-01-01T00:00:00,Margarita,5.25,20.6,8.1,1/4 PIE,1015.1,Flatbreads,5.6,ALL,38.3,218,0
165,165,"Milk, Wheat, Soybeans, Gluten",674,,71.8,6,71.8,"Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Pepperoni (Pork, Beef, Salt, 2% or Less of: Water, Dextrose, Spices, Lactic Acid Starter Culture, Oleoresin of Paprika, Garlic Powder, Sodium Nitrite, BHA, BHT, Citric Acid.), Italian Sausage (Pork, Spices, Water, Salt, Corn Syrup Solids, Garlic, Paprika, Natural Flavor (autolyzed yeast extract, lactic acid, spice extracts), Sugar, Disodium Inosinate, Disodium Guanylate, Soy Lecithin (processing aid).), Ham (Water, Natural Salt Blend (Potassium Chloride, Sea Salt), Turbinado Sugar, Salt, Cultured Celery Powder, Cherry Powder.), Herbed Parmesan Cheese (Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Oregano, Black Pepper, Salt), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano)",16087155,0001-01-01T00:00:00,Meatlovers,5.25,35.6,14.5,1/4 PIE,1905.6,Flatbreads,4.9,ALL,38.8,383,0
166,166,"Milk, Wheat, Soybeans, Gluten",587,,52.8,6,52.8,"Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Part Skim Mozzarella Cheese (Low-Moisture Part-Skim Mozzarella Cheese (pasteurized milk, skim milk, salt, cultures, enzymes), Powdered Cellulose (prevent caking), Natamycin (preservative).), Pizza Sauce (Tomato Puree (Water, Tomato Paste), Less Than 2% of: Salt, Extra Virgin Olive Oil, Dried Onions, Garlic, Spices, Citric Acid.), Pepperoni (Pork, Beef, Salt, 2% or Less of: Water, Dextrose, Spices, Lactic Acid Starter Culture, Oleoresin of Paprika, Garlic Powder, Sodium Nitrite, BHA, BHT, Citric Acid.), Herbed Parmesan Cheese (Parmesan Cheese (Parmesan cheese (cultured pasteurized part skim milk, salt, enzymes), powdered cellulose to prevent caking, potassium Sorbate to protect flavor.), Oregano, Black Pepper, Salt), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano)",16087156,0001-01-01T00:00:00,Pepperoni,5.25,29.2,12.2,1/4 PIE,1476.8,Flatbreads,4.7,ALL,37.9,326,0
167,167,"Milk, Wheat, Soybeans, Gluten",415,,25.2,6,25.2,"Organic Spring Mix, Romaine Lettuce, Cucumber, Diced Tomato (Tomatoes), Vinaigrette Dressing (Water, vegetable oil (soybean and/or canola oil), distilled vinegar, sugar, salt, monosodium glutamate, spices, garlic powder, xanthan gum, dehydrated parsley, hydrolyzed yeast extract, natural flavors (soy),  propylene glycol alginate, onion powder, lemon juice concentrate, calcium disodium edta to protect flavor.), Red Onion, Pitted Kalamata Olives (Kalamata Olives, Water, Salt, Red Wine Vinegar, Extra Virgin Olive Oil.), Feta Cheese (Feta Cheese (pasteurized milk, cheese cultures, salt, enzymes), Natamycin (protect flavor).), Crispy Flat Bread (Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano))",16087157,0001-01-01T00:00:00,Greek,6.75,9,8.4,1 EACH,1572,Signature Salads,9.9,ALL,27.1,286,0
168,168,"Milk, Tree Nuts, Wheat, Soybeans, Gluten",553,,0,6,0,"Napa Cabbage, Iceberg Lettuce, Shredded Carrot, Crispy Flat Bread (Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano)), Mandarin Oranges (Mandarin Oranges, Water, Sugar, Citric Acid.), Wonton Strips (Enriched Flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, enzyme), Vegetable Oil (soybean and/or cottonseed oil), Water, Cornstarch, Salt, Preserved with less than 0.1% of: Potassium Sorbate, Sodium Benzoate.), Almonds, Green Onions, Sesame Ginger Dressing (Filtered Water, Organic Soybean Oil, Organic Sugar, Organic White Vinegar, Organic Tamari Sauce (water, organic soybeans, salt, organic alcohol), Organic Sesame oil, Salt, Organic Garlic Puree, Organic Onion Powder, Organic Mustard Seed, Organic Ginger Powder, Organic Sesame Seeds, Organic Malt, Organic Ginger Extract, Xanthan Gum (thickener).), Cilantro",16087158,0001-01-01T00:00:00,Mandarin Salad,6.75,15.6,4.5,1 EACH,438.4,Signature Salads,15.2,ALL,58.6,284,0
169,169,"Milk, Tree Nuts, Wheat, Soybeans, Gluten",413,,25.2,6,25.2,"Organic Spring Mix, Romaine Lettuce, Strawberry, Crispy Flat Bread (Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano)), Almonds, Feta Cheese (Feta Cheese (pasteurized milk, cheese cultures, salt, enzymes), Natamycin (protect flavor).), Red Onion",16087159,0001-01-01T00:00:00,Strawberry Fields,6.75,16.2,6.1,1 EACH,558.5,Signature Salads,8.6,ALL,33,238,0
170,170,"Milk, Wheat, Soybeans, Gluten",252,,0,6,0,"Romaine Lettuce, Balsamic Vinaigrette ( Water, Soybean Oil, Imported Balsamic Vinegar (wine vinegar, grape must), White Wine Vinegar, Distilled Vinegar, Sugar, Contains less than 2% of Salt, Mustard Seed, Spice, Garlic*, Onion*, Xanthan Gum, Caramel Color, Autolyzed Yeast Extract, Natural and Artificial Flavor, Calcium Disodium EDTA (preservative), Disodium Inosinate, Disodium Guanylate. *Dried.), Tomatoes, Red Onion, Cucumber, Organic Spring Mix, Shredded Carrot, Crispy Flat Bread (Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Pizza Oil (Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Garlic (Garlic, Water, Citric Acid.), Oregano))",16087160,0001-01-01T00:00:00,Tossed Green,6.75,5.1,0.4,1 EACH,365.4,Signature Salads,13.4,ALL,34.2,102,0
171,171,"Milk, Wheat, Soybeans, Gluten",739,,102.4,6,102.4,"Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Ham (Water, Natural Salt Blend (Potassium Chloride, Sea Salt), Turbinado Sugar, Salt, Cultured Celery Powder, Cherry Powder.), Turkey (Turkey breast, turkey broth, contains less that 2% of salt, dextrose, potassium lactate, potassium acetate, modified food starch, carrageenan, sodium phosphate, sodium diacetate.), Sliced Tomatoes (Tomatoes), Vinaigrette Dressing (Water, vegetable oil (soybean and/or canola oil), distilled vinegar, sugar, salt, monosodium glutamate, spices, garlic powder, xanthan gum, dehydrated parsley, hydrolyzed yeast extract, natural flavors (soy),  propylene glycol alginate, onion powder, lemon juice concentrate, calcium disodium edta to protect flavor.), Sliced Pepperoncini (Peppers, Water, Salt, Vinegar, Citric Acid, Sodium Benzoate (preservative), Sodium Bisulfite (enhance color), FD&C Yellow 5.), Red Onion, Iceberg Lettuce, Salami (Pork, Beef, Lactic Acid Starter Culture.), Provolone Cheese (Paseurized Milk, Cheese Culture, Salt, Enzymes.)",16087161,0001-01-01T00:00:00,Abruzzese,7.25,44.7,12.3,1 EACH,2950.6,Turbo Sandwiches,3.9,ALL,175.4,380,0
172,172,"Milk, Wheat, Gluten",507,,46.2,6,46.2,"Sliced Tomatoes (Tomatoes), BB Focaccia Sheet (Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, sour culture, extra virgin olive oil, salt, yeast, semolina, wheat germ. May contain: eggs, milk, soy, tree nuts. ), Avocado Pulp (Hass avocado.), Mozzarella Cheese (Cultured Pasteurized Milk, Enzymes, Salt.), Zucchini, Pickles (Dill Pickle Spears), Red Onion, Basil",16087162,0001-01-01T00:00:00,California Caprese,7.25,20.9,9.2,1 EACH,799.6,Turbo Sandwiches,5.3,ALL,51.3,227,0
173,173,"Eggs, Wheat, Soybeans, Gluten",793,,53.9,6,53.9,"Baguette (Flour (bleached wheat flour, malted barley flour, niacin, iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid), Water, Soybean Oil with Citric Acid, Fresh Yeast, Salt, Sugar, 2% or Less of: Vital Wheat Gluten, Calcium Propionate, Enzymes, Calcium Sulfate.Made in a facility that processes wheat, soy, eggs, milk and tree nuts ), Pickled Carrots and Daikon (Daikon, Shredded Carrot, Rice Vinegar (Rice Vinegar, Invert Sugar, Salt, Diluted with water to 4% acidity), Organic Sugar, Water), Chicken Breast (Chicken breast, water, contains less than 2% of salt, dextrose, potassium lactate, potassium acetate, carrageenan, sodium phosphate, sodium diacetate, vegetable oil.), Sliced Cucumbers (Cucumber), Pickles (Dill Pickle Spears), Hoisin Mayonnaise (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Hoisin Sauce (Sugar, Water, Soybeans, Salt, Sweet Potato, Modified Corn Starch, Sesame Seeds, Garlic, Wheat Flour, Chili Pepper, Spices, Caramel Color, Acetic Acid, FD&C Red Color No. 40.)), Sriracha Aioli (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Sriracha Sauce (Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum.)), Jalapenos, Daikon Sprouts, Cilantro",16087163,0001-01-01T00:00:00,Chicken Banh Mi,7.25,36,4.5,1 EACH,2207.8,Turbo Sandwiches,12.7,ALL,97,282,0.1
174,174,"Milk, Eggs, Wheat, Soybeans, Gluten",748,,116.8,6,116.8,"Roast Beef (Water, Cultured Corn Sugar and Vinegar, Salt, Sodium Phosphate, and Natural Flavorings; Rubbed With: Sugar, Natural Flavorings, Salt, Caramel Color, Dextrose, Dried Beef Stock, Maltodextrin, Paprika.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Cheddar Cheese (Pasteurized Milk, Cheese Cultures, Salt, Enzymes, Annatto Coloring.), Sliced Tomatoes (Tomatoes), Pickles (Dill Pickle Spears), Ailoi (Mayonnaise (Soybean Oil, Corn Syrup, Water, Whole Egg, Egg Yolks, Distilled Vinegar, Contains less than 2% of Mustard Seed, Salt, Lemon Juice Concentrate, Calcium Disodium EDTA added To Protect Flavor. ), Lemon, Garlic (Garlic, Water, Citric Acid.), Parsley, Salt), Caramelized Onions (Yellow Onions, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Iceberg Lettuce",16087164,0001-01-01T00:00:00,City Slicker,7.25,37.7,16.5,1 EACH,1770.1,Turbo Sandwiches,4.8,ALL,37.2,437,0
175,175,"Milk, Wheat, Soybeans, Gluten",807,,112.2,6,112.2,"GYRO MEAT SLICED (Beef, Bread Crumbs [Enriched Wheat Flour (Wheat Flour, Barley Malt, Niacin, Iron,Thiamine Mononitrate (B1), Riboflavin (B2), Folic Acid), Salt, Yeast, Contains 2% or less of the following: Sugar, Calcium Propionate (a Preservative)], Water, Lamb, Onions, Contains 2% or less of: Vegetable Protein Product [Soy Protein Concentrate, Zinc Oxide, Niacinamide, Ferrous Sulfate, Copper Gluconate, Vitamin A Palmitate, Calcium Pantothenate, Thiamine Mononitrate (B1), Pyridoxine Hydrochloride (B6), Riboflavin (B2), and Cyanocobalamin (B12)], Seasonings (Spices, Hydrolyzed Soy Protein, Dehydrated Garlic), Salt, Lemon Juice Concentrate.), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Iceberg Lettuce, Feta Cheese (Feta Cheese (pasteurized milk, cheese cultures, salt, enzymes), Natamycin (protect flavor).), Sliced Tomatoes (Tomatoes), Tzatziki Sauce (Sauce Base [Water, Partially Hydrogenated Palm Kernel Oil, Buttermilk Powder, Corn Syrup, Sour Cream Stabilizer (Modified Food Starch, Sodium Phosphate, Sodium Citrate, Guar Gum, Carrageenan and Locust Bean Gum), Sodium Caseinate, Soy Mono and Di-glycerides, Salt, Potassium Sorbate (Preservative), Natural Flavor and Cultures], Cucumbers, Seasoning Mix [Salt, Garlic Powder, Xanthan Gum, and Stabilizer (Sugar, Corn Starch, Agar, Cream of Tartar)], Contains 2% or less of: Soybean Oil, Vinegar, Lemon Juice Concentrate.), Kalamata Olives Sliced, Red Onion",16087165,0001-01-01T00:00:00,Gyro Turbo,7.25,31.8,21.7,1 EACH,2302.4,Turbo Sandwiches,8.6,ALL,49.4,479,0
176,176,"Milk, Wheat, Soybeans, Gluten",526,,2.5,6,2.5,"Black Bean Hummus (Black Beans (Black Beans, Water, Salt, Calcium Chloride and Ferrous Gluconate (to promote color retention) .), Lemon, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.), Water, Garlic (Garlic, Water, Citric Acid.), Salt, Black Pepper, Red Pepper, Ground Cumin), Flat Bread (Enriched unbleached wheat flour (wheat flour, malted barley flour, ascorbic acid added as a dough conditioner, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, soybean oil, yeast, contains less than 2% of the following: powdered whey (a milk derivative), salt, sugar, wheat gluten, to preserve freshness (calcium propionate), leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), guar gum, sodium stearoyl lactylate, enzyme.  May contain soy and sesame.), Sliced Tomatoes (Tomatoes), Pickles (Dill Pickle Spears), Caramelized Onions (Yellow Onions, Olive Oil Blend (Canola Oil, Extra Virgin Olive Oil.)), Vinaigrette Dressing (Water, vegetable oil (soybean and/or canola oil), distilled vinegar, sugar, salt, monosodium glutamate, spices, garlic powder, xanthan gum, dehydrated parsley, hydrolyzed yeast extract, natural flavors (soy),  propylene glycol alginate, onion powder, lemon juice concentrate, calcium disodium edta to protect flavor.), Baby Spinach, Mozzarella Cheese (Low-Moisture Mozzarella Cheese (pasteurized & skim milk, salt, cultures, enzymes), Powdered Cellulose (to prevent caking), Natamycin (preservative).)",16087166,0001-01-01T00:00:00,Roasted Vegetable,7.25,19.1,3.4,1 EACH,1292.2,Turbo Sandwiches,4.2,ALL,145.5,226,0
